[["1:1","Ἀποκάλυψις","N- ----NSF-","ἀποκάλυψις"],
["9:1","πεπτωκότα","V- -XAPASM-","πίπτω"],
["9:1","εἰς","P- --------","εἰς"],
["9:1","τὴν","RA ----ASF-","ὁ"],
["9:1","γῆν,","N- ----ASF-","γῆ"],
["9:1","καὶ","C- --------","καί"],
["9:1","ἐδόθη","V- 3API-S--","δίδωμι"],
["9:1","αὐτῷ","RP ----DSM-","αὐτός"],
["9:1","ἡ","RA ----NSF-","ὁ"],
["9:1","κλεὶς","N- ----NSF-","κλείς"],
["9:1","τοῦ","RA ----GSN-","ὁ"],
["9:1","φρέατος","N- ----GSN-","φρέαρ"],
["9:1","τῆς","RA ----GSF-","ὁ"],
["9:1","ἀβύσσου·","N- ----GSF-","ἄβυσσος"],
["9:2","καὶ","C- --------","καί"],
["9:2","ἤνοιξεν","V- 3AAI-S--","ἀνοίγω"],
["9:2","τὸ","RA ----ASN-","ὁ"],
["9:2","φρέαρ","N- ----ASN-","φρέαρ"],
["9:2","τῆς","RA ----GSF-","ὁ"],
["9:2","ἀβύσσου,","N- ----GSF-","ἄβυσσος"],
["9:2","καὶ","C- --------","καί"],
["9:2","ἀνέβη","V- 3AAI-S--","ἀναβαίνω"],
["9:2","καπνὸς","N- ----NSM-","καπνός"],
["9:2","ἐκ","P- --------","ἐκ"],
["9:2","τοῦ","RA ----GSN-","ὁ"],
["9:2","φρέατος","N- ----GSN-","φρέαρ"],
["9:2","ὡς","C- --------","ὡς"],
["9:2","καπνὸς","N- ----NSM-","καπνός"],
["9:2","καμίνου","N- ----GSF-","κάμινος"],
["9:2","⸀μεγάλης,","A- ----GSF-","μέγας"],
["9:2","καὶ","C- --------","καί"],
["9:2","⸀ἐσκοτώθη","V- 3API-S--","σκοτόομαι"],
["9:2","ὁ","RA ----NSM-","ὁ"],
["9:2","ἥλιος","N- ----NSM-","ἥλιος"],
["9:2","καὶ","C- --------","καί"],
["9:2","ὁ","RA ----NSM-","ὁ"],
["9:2","ἀὴρ","N- ----NSM-","ἀήρ"],
["9:2","ἐκ","P- --------","ἐκ"],
["9:2","τοῦ","RA ----GSM-","ὁ"],
["9:2","καπνοῦ","N- ----GSM-","καπνός"],
["9:2","τοῦ","RA ----GSN-","ὁ"],
["9:2","φρέατος.","N- ----GSN-","φρέαρ"],
["9:3","καὶ","C- --------","καί"],
["9:3","ἐκ","P- --------","ἐκ"],
["9:3","τοῦ","RA ----GSM-","ὁ"],
["9:3","καπνοῦ","N- ----GSM-","καπνός"],
["9:3","ἐξῆλθον","V- 3AAI-P--","ἐξέρχομαι"],
["9:3","ἀκρίδες","N- ----NPF-","ἀκρίς"],
["9:3","εἰς","P- --------","εἰς"],
["9:3","τὴν","RA ----ASF-","ὁ"],
["9:3","γῆν,","N- ----ASF-","γῆ"],
["9:3","καὶ","C- --------","καί"],
["9:3","ἐδόθη","V- 3API-S--","δίδωμι"],
["9:3","αὐταῖς","RP ----DPF-","αὐτός"],
["9:3","ἐξουσία","N- ----NSF-","ἐξουσία"],
["9:3","ὡς","C- --------","ὡς"],
["9:3","ἔχουσιν","V- 3PAI-P--","ἔχω"],
["9:3","ἐξουσίαν","N- ----ASF-","ἐξουσία"],
["9:3","οἱ","RA ----NPM-","ὁ"],
["9:3","σκορπίοι","N- ----NPM-","σκορπίος"],
["9:3","τῆς","RA ----GSF-","ὁ"],
["9:3","γῆς.","N- ----GSF-","γῆ"],
["9:4","καὶ","C- --------","καί"],
["9:4","ἐρρέθη","V- 3API-S--","λέγω"],
["9:4","αὐταῖς","RP ----DPF-","αὐτός"],
["9:4","ἵνα","C- --------","ἵνα"],
["9:4","μὴ","D- --------","μή"],
["9:4","⸀ἀδικήσουσιν","V- 3FAI-P--","ἀδικέω"],
["9:4","τὸν","RA ----ASM-","ὁ"],
["9:4","χόρτον","N- ----ASM-","χόρτος"],
["9:4","τῆς","RA ----GSF-","ὁ"],
["9:4","γῆς","N- ----GSF-","γῆ"],
["9:4","οὐδὲ","C- --------","οὐδέ"],
["9:4","πᾶν","A- ----ASN-","πᾶς"],
["9:4","χλωρὸν","A- ----ASN-","χλωρός"],
["9:4","οὐδὲ","C- --------","οὐδέ"],
["9:4","πᾶν","A- ----ASN-","πᾶς"],
["9:4","δένδρον,","N- ----ASN-","δένδρον"],
["9:4","εἰ","C- --------","εἰ"],
["9:4","μὴ","D- --------","μή"],
["9:4","τοὺς","RA ----APM-","ὁ"],
["9:4","ἀνθρώπους","N- ----APM-","ἄνθρωπος"],
["9:4","οἵτινες","RR ----NPM-","ὅστις"],
["9:4","οὐκ","D- --------","οὐ"],
["9:4","ἔχουσι","V- 3PAI-P--","ἔχω"],
["9:4","τὴν","RA ----ASF-","ὁ"],
["9:4","σφραγῖδα","N- ----ASF-","σφραγίς"],
["9:4","τοῦ","RA ----GSM-","ὁ"],
["9:4","θεοῦ","N- ----GSM-","θεός"],
["9:4","ἐπὶ","P- --------","ἐπί"],
["9:4","τῶν","RA ----GPN-","ὁ"],
["9:4","⸀μετώπων.","N- ----GPN-","μέτωπον"],
["9:5","καὶ","C- --------","καί"],
["9:5","ἐδόθη","V- 3API-S--","δίδωμι"],
["9:5","⸀αὐτοῖς","RP ----DPM-","αὐτός"],
["9:5","ἵνα","C- --------","ἵνα"],
["9:5","μὴ","D- --------","μή"],
["9:5","ἀποκτείνωσιν","V- 3AAS-P--","ἀποκτείνω"],
["9:5","αὐτούς,","RP ----APM-","αὐτός"],
["9:5","ἀλλ’","C- --------","ἀλλά"],
["9:5","ἵνα","C- --------","ἵνα"],
["9:5","⸀βασανισθήσονται","V- 3FPI-P--","βασανίζω"],
["9:5","μῆνας","N- ----APM-","μήν"],
["9:5","πέντε·","A- ----APM-","πέντε"],
["9:5","καὶ","C- --------","καί"],
["9:5","ὁ","RA ----NSM-","ὁ"],
["9:5","βασανισμὸς","N- ----NSM-","βασανισμός"],
["9:5","αὐτῶν","RP ----GPF-","αὐτός"],
["9:5","ὡς","C- --------","ὡς"],
["9:5","βασανισμὸς","N- ----NSM-","βασανισμός"],
["9:5","σκορπίου,","N- ----GSM-","σκορπίος"],
["9:5","ὅταν","C- --------","ὅταν"],
["9:5","παίσῃ","V- 3AAS-S--","παίω"],
["9:5","ἄνθρωπον.","N- ----ASM-","ἄνθρωπος"],
["9:6","καὶ","C- --------","καί"],
["9:6","ἐν","P- --------","ἐν"],
["9:6","ταῖς","RA ----DPF-","ὁ"],
["9:6","ἡμέραις","N- ----DPF-","ἡμέρα"],
["9:6","ἐκείναις","RD ----DPF-","ἐκεῖνος"],
["9:6","ζητήσουσιν","V- 3FAI-P--","ζητέω"],
["9:6","οἱ","RA ----NPM-","ὁ"],
["9:6","ἄνθρωποι","N- ----NPM-","ἄνθρωπος"],
["9:6","τὸν","RA ----ASM-","ὁ"],
["9:6","θάνατον","N- ----ASM-","θάνατος"],
["9:6","καὶ","C- --------","καί"],
["9:6","οὐ","D- --------","οὐ"],
["9:6","μὴ","D- --------","μή"],
["9:6","εὑρήσουσιν","V- 3FAI-P--","εὑρίσκω"],
["9:6","αὐτόν,","RP ----ASM-","αὐτός"],
["9:6","καὶ","C- --------","καί"],
["9:6","ἐπιθυμήσουσιν","V- 3FAI-P--","ἐπιθυμέω"],
["9:6","ἀποθανεῖν","V- -AAN----","ἀποθνῄσκω"],
["9:6","καὶ","C- --------","καί"],
["9:6","⸀φεύγει","V- 3PAI-S--","φεύγω"],
["9:6","⸂ὁ","RA ----NSM-","ὁ"],
["9:6","θάνατος","N- ----NSM-","θάνατος"],
["9:6","ἀπ’","P- --------","ἀπό"],
["9:6","αὐτῶν⸃.","RP ----GPM-","αὐτός"],
["9:7","Καὶ","C- --------","καί"],
["9:7","τὰ","RA ----NPN-","ὁ"],
["9:7","ὁμοιώματα","N- ----NPN-","ὁμοίωμα"],
["9:7","τῶν","RA ----GPF-","ὁ"],
["9:7","ἀκρίδων","N- ----GPF-","ἀκρίς"],
["9:7","ὅμοια","A- ----NPN-","ὅμοιος"],
["9:7","ἵπποις","N- ----DPM-","ἵππος"],
["9:7","ἡτοιμασμένοις","V- -XPPDPM-","ἑτοιμάζω"],
["9:7","εἰς","P- --------","εἰς"],
["9:7","πόλεμον,","N- ----ASM-","πόλεμος"],
["9:7","καὶ","C- --------","καί"],
["9:7","ἐπὶ","P- --------","ἐπί"],
["9:7","τὰς","RA ----APF-","ὁ"],
["9:7","κεφαλὰς","N- ----APF-","κεφαλή"],
["9:7","αὐτῶν","RP ----GPF-","αὐτός"],
["9:7","ὡς","C- --------","ὡς"],
["9:7","στέφανοι","N- ----NPM-","στέφανος"],
["9:7","⸂ὅμοιοι","A- ----NPM-","ὅμοιος"],
["9:7","χρυσῷ⸃,","N- ----DSM-","χρυσός"],
["9:7","καὶ","C- --------","καί"],
["9:7","τὰ","RA ----NPN-","ὁ"],
["9:7","πρόσωπα","N- ----NPN-","πρόσωπον"],
["9:7","αὐτῶν","RP ----GPF-","αὐτός"],
["9:7","ὡς","C- --------","ὡς"],
["9:7","πρόσωπα","N- ----NPN-","πρόσωπον"],
["9:7","ἀνθρώπων,","N- ----GPM-","ἄνθρωπος"],
["9:8","καὶ","C- --------","καί"],
["9:8","εἶχον","V- 3IAI-P--","ἔχω"],
["9:8","τρίχας","N- ----APF-","θρίξ"],
["9:8","ὡς","C- --------","ὡς"],
["9:8","τρίχας","N- ----APF-","θρίξ"],
["9:8","γυναικῶν,","N- ----GPF-","γυνή"],
["9:8","καὶ","C- --------","καί"],
["9:8","οἱ","RA ----NPM-","ὁ"],
["9:8","ὀδόντες","N- ----NPM-","ὀδούς"],
["9:8","αὐτῶν","RP ----GPF-","αὐτός"],
["9:8","ὡς","C- --------","ὡς"],
["9:8","λεόντων","N- ----GPM-","λέων"],
["9:8","ἦσαν,","V- 3IAI-P--","εἰμί"],
["9:9","καὶ","C- --------","καί"],
["9:9","εἶχον","V- 3IAI-P--","ἔχω"],
["9:9","θώρακας","N- ----APM-","θώραξ"],
["9:9","ὡς","C- --------","ὡς"],
["9:9","θώρακας","N- ----APM-","θώραξ"],
["9:9","σιδηροῦς,","A- ----APM-","σιδηροῦς"],
["9:9","καὶ","C- --------","καί"],
["9:9","ἡ","RA ----NSF-","ὁ"],
["9:9","φωνὴ","N- ----NSF-","φωνή"],
["9:9","τῶν","RA ----GPF-","ὁ"],
["9:9","πτερύγων","N- ----GPF-","πτέρυξ"],
["9:9","αὐτῶν","RP ----GPF-","αὐτός"],
["9:9","ὡς","C- --------","ὡς"],
["9:9","φωνὴ","N- ----NSF-","φωνή"],
["9:9","ἁρμάτων","N- ----GPN-","ἅρμα"],
["9:9","ἵππων","N- ----GPM-","ἵππος"],
["9:9","πολλῶν","A- ----GPM-","πολύς"],
["9:9","τρεχόντων","V- -PAPGPM-","τρέχω"],
["9:9","εἰς","P- --------","εἰς"],
["9:9","πόλεμον·","N- ----ASM-","πόλεμος"],
["9:10","καὶ","C- --------","καί"],
["9:10","ἔχουσιν","V- 3PAI-P--","ἔχω"],
["9:10","οὐρὰς","N- ----APF-","οὐρά"],
["9:10","ὁμοίας","A- ----APF-","ὅμοιος"],
["9:10","σκορπίοις","N- ----DPM-","σκορπίος"],
["9:10","καὶ","C- --------","καί"],
["9:10","κέντρα,","N- ----APN-","κέντρον"],
["9:10","καὶ","C- --------","καί"],
["9:10","ἐν","P- --------","ἐν"],
["9:10","ταῖς","RA ----DPF-","ὁ"],
["9:10","οὐραῖς","N- ----DPF-","οὐρά"],
["9:10","αὐτῶν","RP ----GPF-","αὐτός"],
["9:10","⸂ἡ","RA ----NSF-","ὁ"],
["9:10","ἐξουσία","N- ----NSF-","ἐξουσία"],
["9:10","αὐτῶν⸃","RP ----GPF-","αὐτός"],
["9:10","ἀδικῆσαι","V- -AAN----","ἀδικέω"],
["9:10","τοὺς","RA ----APM-","ὁ"],
["9:10","ἀνθρώπους","N- ----APM-","ἄνθρωπος"],
["9:10","μῆνας","N- ----APM-","μήν"],
["9:10","πέντε.","A- ----APM-","πέντε"],
["9:11","⸂ἔχουσιν","V- 3PAI-P--","ἔχω"],
["9:11","ἐπ’","P- --------","ἐπί"],
["9:11","αὐτῶν","RP ----GPF-","αὐτός"],
["9:11","βασιλέα","N- ----ASM-","βασιλεύς"],
["9:11","τὸν⸃","RA ----ASM-","ὁ"],
["9:11","ἄγγελον","N- ----ASM-","ἄγγελος"],
["9:11","τῆς","RA ----GSF-","ὁ"],
["9:11","ἀβύσσου·","N- ----GSF-","ἄβυσσος"],
["9:11","ὄνομα","N- ----NSN-","ὄνομα"],
["9:11","αὐτῷ","RP ----DSM-","αὐτός"],
["9:11","Ἑβραϊστὶ","D- --------","Ἑβραϊστί"],
["9:11","Ἀβαδδών","N- ----NSM-","Ἀβαδδών"],
["9:11","⸂καὶ","C- --------","καί"],
["9:11","ἐν⸃","P- --------","ἐν"],
["9:11","τῇ","RA ----DSF-","ὁ"],
["9:11","Ἑλληνικῇ","A- ----DSF-","Ἑλληνικός"],
["9:11","ὄνομα","N- ----ASN-","ὄνομα"],
["9:11","ἔχει","V- 3PAI-S--","ἔχω"],
["9:11","Ἀπολλύων.","N- ----NSM-","Ἀπολλύων"],
["9:12","Ἡ","RA ----NSF-","ὁ"],
["9:12","οὐαὶ","X- --------","οὐαί"],
["9:12","ἡ","RA ----NSF-","ὁ"],
["9:12","μία","A- ----NSF-","εἷς"],
["9:12","ἀπῆλθεν·","V- 3AAI-S--","ἀπέρχομαι"],
["9:12","ἰδοὺ","X- --------","ἰδού"],
["9:12","ἔρχεται","V- 3PMI-S--","ἔρχομαι"],
["9:12","ἔτι","D- --------","ἔτι"],
["9:12","δύο","A- ----NPF-","δύο"],
["9:12","οὐαὶ","X- --------","οὐαί"],
["9:12","μετὰ","P- --------","μετά"],
["9:12","ταῦτα.","RD ----APN-","οὗτος"],
["9:13","Καὶ","C- --------","καί"],
["9:13","ὁ","RA ----NSM-","ὁ"],
["9:13","ἕκτος","A- ----NSM-","ἕκτος"],
["9:13","ἄγγελος","N- ----NSM-","ἄγγελος"],
["9:13","ἐσάλπισεν·","V- 3AAI-S--","σαλπίζω"],
["9:13","καὶ","C- --------","καί"],
["9:13","ἤκουσα","V- 1AAI-S--","ἀκούω"],
["9:13","φωνὴν","N- ----ASF-","φωνή"],
["9:13","μίαν","A- ----ASF-","εἷς"],
["9:13","ἐκ","P- --------","ἐκ"],
["9:13","⸀τῶν","RA ----GPN-","ὁ"],
["9:13","κεράτων","N- ----GPN-","κέρας"],
["9:13","τοῦ","RA ----GSN-","ὁ"],
["9:13","θυσιαστηρίου","N- ----GSN-","θυσιαστήριον"],
["9:13","τοῦ","RA ----GSN-","ὁ"],
["9:13","χρυσοῦ","A- ----GSN-","χρυσοῦς"],
["9:13","τοῦ","RA ----GSN-","ὁ"],
["9:13","ἐνώπιον","P- --------","ἐνώπιον"],
["9:13","τοῦ","RA ----GSM-","ὁ"],
["9:13","θεοῦ,","N- ----GSM-","θεός"],
["9:14","⸀λέγοντα","V- -PAPASM-","λέγω"],
["9:14","τῷ","RA ----DSM-","ὁ"],
["9:14","ἕκτῳ","A- ----DSM-","ἕκτος"],
["9:14","ἀγγέλῳ,","N- ----DSM-","ἄγγελος"],
["9:14","ὁ","RA ----NSM-","ὁ"],
["9:14","ἔχων","V- -PAPNSM-","ἔχω"],
["9:14","τὴν","RA ----ASF-","ὁ"],
["9:14","σάλπιγγα·","N- ----ASF-","σάλπιγξ"],
["9:14","Λῦσον","V- 2AAD-S--","λύω"],
["9:14","τοὺς","RA ----APM-","ὁ"],
["9:14","τέσσαρας","A- ----APM-","τέσσαρες"],
["9:14","ἀγγέλους","N- ----APM-","ἄγγελος"],
["9:14","τοὺς","RA ----APM-","ὁ"],
["9:14","δεδεμένους","V- -XPPAPM-","δέω"],
["9:14","ἐπὶ","P- --------","ἐπί"],
["9:14","τῷ","RA ----DSM-","ὁ"],
["9:14","ποταμῷ","N- ----DSM-","ποταμός"],
["9:14","τῷ","RA ----DSM-","ὁ"],
["9:14","μεγάλῳ","A- ----DSM-","μέγας"],
["9:14","Εὐφράτῃ.","N- ----DSM-","Εὐφράτης"],
["9:15","καὶ","C- --------","καί"],
["9:15","ἐλύθησαν","V- 3API-P--","λύω"],
["9:15","οἱ","RA ----NPM-","ὁ"],
["9:15","τέσσαρες","A- ----NPM-","τέσσαρες"],
["9:15","ἄγγελοι","N- ----NPM-","ἄγγελος"],
["9:15","οἱ","RA ----NPM-","ὁ"],
["9:15","ἡτοιμασμένοι","V- -XPPNPM-","ἑτοιμάζω"],
["9:15","εἰς","P- --------","εἰς"],
["9:15","τὴν","RA ----ASF-","ὁ"],
["9:15","ὥραν","N- ----ASF-","ὥρα"],
["9:15","⸀καὶ","C- --------","καί"],
["9:15","ἡμέραν","N- ----ASF-","ἡμέρα"],
["9:15","καὶ","C- --------","καί"],
["9:15","μῆνα","N- ----ASM-","μήν"],
["9:15","καὶ","C- --------","καί"],
["9:15","ἐνιαυτόν,","N- ----ASM-","ἐνιαυτός"],
["9:15","ἵνα","C- --------","ἵνα"],
["9:15","ἀποκτείνωσιν","V- 3AAS-P--","ἀποκτείνω"],
["9:15","τὸ","RA ----ASN-","ὁ"],
["9:15","τρίτον","A- ----ASN-","τρίτος"],
["9:15","τῶν","RA ----GPM-","ὁ"],
["9:15","ἀνθρώπων.","N- ----GPM-","ἄνθρωπος"],
["9:16","καὶ","C- --------","καί"],
["9:16","ὁ","RA ----NSM-","ὁ"],
["9:16","ἀριθμὸς","N- ----NSM-","ἀριθμός"],
["9:16","τῶν","RA ----GPN-","ὁ"],
["9:16","στρατευμάτων","N- ----GPN-","στράτευμα"],
["9:16","τοῦ","RA ----GSN-","ὁ"],
["9:16","⸀ἱππικοῦ","A- ----GSN-","ἱππικόν"],
["9:16","⸀δισμυριάδες","N- ----NPF-","δισμυριάς"],
["9:16","μυριάδων·","N- ----GPF-","μυριάς"],
["9:16","ἤκουσα","V- 1AAI-S--","ἀκούω"],
["9:16","τὸν","RA ----ASM-","ὁ"],
["9:16","ἀριθμὸν","N- ----ASM-","ἀριθμός"],
["9:16","αὐτῶν.","RP ----GPN-","αὐτός"],
["9:17","καὶ","C- --------","καί"],
["9:17","οὕτως","D- --------","οὕτω(ς)"],
["9:17","εἶδον","V- 1AAI-S--","ὁράω"],
["9:17","τοὺς","RA ----APM-","ὁ"],
["9:17","ἵππους","N- ----APM-","ἵππος"],
["9:17","ἐν","P- --------","ἐν"],
["9:17","τῇ","RA ----DSF-","ὁ"],
["9:17","ὁράσει","N- ----DSF-","ὅρασις"],
["9:17","καὶ","C- --------","καί"],
["9:17","τοὺς","RA ----APM-","ὁ"],
["9:17","καθημένους","V- -PMPAPM-","κάθημαι"],
["9:17","ἐπ’","P- --------","ἐπί"],
["9:17","αὐτῶν,","RP ----GPM-","αὐτός"],
["9:17","ἔχοντας","V- -PAPAPM-","ἔχω"],
["9:17","θώρακας","N- ----APM-","θώραξ"],
["9:17","πυρίνους","A- ----APM-","πύρινος"],
["9:17","καὶ","C- --------","καί"],
["9:17","ὑακινθίνους","A- ----APM-","ὑακίνθινος"],
["9:17","καὶ","C- --------","καί"],
["9:17","θειώδεις·","A- ----APM-","θειώδης"],
["9:17","καὶ","C- --------","καί"],
["9:17","αἱ","RA ----NPF-","ὁ"],
["9:17","κεφαλαὶ","N- ----NPF-","κεφαλή"],
["9:17","τῶν","RA ----GPM-","ὁ"],
["9:17","ἵππων","N- ----GPM-","ἵππος"],
["9:17","ὡς","C- --------","ὡς"],
["9:17","κεφαλαὶ","N- ----NPF-","κεφαλή"],
["9:17","λεόντων,","N- ----GPM-","λέων"],
["9:17","καὶ","C- --------","καί"],
["9:17","ἐκ","P- --------","ἐκ"],
["9:17","τῶν","RA ----GPN-","ὁ"],
["9:17","στομάτων","N- ----GPN-","στόμα"],
["9:17","αὐτῶν","RP ----GPM-","αὐτός"],
["9:17","ἐκπορεύεται","V- 3PMI-S--","ἐκπορεύομαι"],
["9:17","πῦρ","N- ----NSN-","πῦρ"],
["9:17","καὶ","C- --------","καί"],
["9:17","καπνὸς","N- ----NSM-","καπνός"],
["9:17","καὶ","C- --------","καί"],
["9:17","θεῖον.","N- ----NSN-","θεῖον"],
["9:18","ἀπὸ","P- --------","ἀπό"],
["9:18","τῶν","RA ----GPF-","ὁ"],
["9:18","τριῶν","A- ----GPF-","τρεῖς"],
["9:18","πληγῶν","N- ----GPF-","πληγή"],
["9:18","τούτων","RD ----GPF-","οὗτος"],
["9:18","ἀπεκτάνθησαν","V- 3API-P--","ἀποκτείνω"],
["9:18","τὸ","RA ----NSN-","ὁ"],
["9:18","τρίτον","A- ----NSN-","τρίτος"],
["9:18","τῶν","RA ----GPM-","ὁ"],
["9:18","ἀνθρώπων,","N- ----GPM-","ἄνθρωπος"],
["9:18","⸀ἐκ","P- --------","ἐκ"],
["9:18","τοῦ","RA ----GSN-","ὁ"],
["9:18","πυρὸς","N- ----GSN-","πῦρ"],
["9:18","καὶ","C- --------","καί"],
["9:18","τοῦ","RA ----GSM-","ὁ"],
["9:18","καπνοῦ","N- ----GSM-","καπνός"],
["9:18","καὶ","C- --------","καί"],
["9:18","τοῦ","RA ----GSN-","ὁ"],
["9:18","θείου","N- ----GSN-","θεῖον"],
["9:18","τοῦ","RA ----GSN-","ὁ"],
["9:18","ἐκπορευομένου","V- -PMPGSN-","ἐκπορεύομαι"],
["9:18","ἐκ","P- --------","ἐκ"],
["9:18","τῶν","RA ----GPN-","ὁ"],
["9:18","στομάτων","N- ----GPN-","στόμα"],
["9:18","αὐτῶν.","RP ----GPM-","αὐτός"],
["9:19","ἡ","RA ----NSF-","ὁ"],
["9:19","γὰρ","C- --------","γάρ"],
["9:19","ἐξουσία","N- ----NSF-","ἐξουσία"],
["9:19","τῶν","RA ----GPM-","ὁ"],
["9:19","ἵππων","N- ----GPM-","ἵππος"],
["9:19","ἐν","P- --------","ἐν"],
["9:19","τῷ","RA ----DSN-","ὁ"],
["9:19","στόματι","N- ----DSN-","στόμα"],
["9:19","αὐτῶν","RP ----GPM-","αὐτός"],
["9:19","ἐστιν","V- 3PAI-S--","εἰμί"],
["9:19","καὶ","C- --------","καί"],
["9:19","ἐν","P- --------","ἐν"],
["9:19","ταῖς","RA ----DPF-","ὁ"],
["9:19","οὐραῖς","N- ----DPF-","οὐρά"],
["9:19","αὐτῶν·","RP ----GPM-","αὐτός"],
["9:19","αἱ","RA ----NPF-","ὁ"],
["9:19","γὰρ","C- --------","γάρ"],
["9:19","οὐραὶ","N- ----NPF-","οὐρά"],
["9:19","αὐτῶν","RP ----GPM-","αὐτός"],
["9:19","ὅμοιαι","A- ----NPF-","ὅμοιος"],
["9:19","⸀ὄφεσιν,","N- ----DPM-","ὄφις"],
["9:19","ἔχουσαι","V- -PAPNPF-","ἔχω"],
["9:19","κεφαλάς,","N- ----APF-","κεφαλή"],
["9:19","καὶ","C- --------","καί"],
["9:19","ἐν","P- --------","ἐν"],
["9:19","αὐταῖς","RP ----DPF-","αὐτός"],
["9:19","ἀδικοῦσιν.","V- 3PAI-P--","ἀδικέω"],
["9:20","Καὶ","C- --------","καί"],
["9:20","οἱ","RA ----NPM-","ὁ"],
["9:20","λοιποὶ","A- ----NPM-","λοιπός"],
["9:20","τῶν","RA ----GPM-","ὁ"],
["9:20","ἀνθρώπων,","N- ----GPM-","ἄνθρωπος"],
